"id","label","entity_type","dccx_alignment","status","replaced_by","definition","comment","example","source","subclass_of","equivalent_to","disjoint_with","on_property","restriction_type","restriction_filler","cardinality_value","property_domain","property_range","property_characteristic","inverse_of","annotation_predicate","annotation_value"
"https://ptb.de/dcc/ont/DigitalCalibrationCertificate","Digital Calibration Certificate@en","Class","https://ptb.de/dcc/digitalCalibrationCertificate","","","Root entity representing a complete Digital Calibration Certificate.
Conforms to ISO/IEC 17025 requirements for calibration documentation.
As a prov:Entity, it can participate in PROV provenance chains.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/schemaVersion","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/DigitalCalibrationCertificate","Digital Calibration Certificate@en","Class","https://ptb.de/dcc/digitalCalibrationCertificate","","","Root entity representing a complete Digital Calibration Certificate.
Conforms to ISO/IEC 17025 requirements for calibration documentation.
As a prov:Entity, it can participate in PROV provenance chains.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasDocument","max","https://ptb.de/dcc/ont/HumanReadableDocument","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/DigitalCalibrationCertificate","Digital Calibration Certificate@en","Class","https://ptb.de/dcc/digitalCalibrationCertificate","","","Root entity representing a complete Digital Calibration Certificate.
Conforms to ISO/IEC 17025 requirements for calibration documentation.
As a prov:Entity, it can participate in PROV provenance chains.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasComment","max","https://ptb.de/dcc/ont/Comment","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/DigitalCalibrationCertificate","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Digitaler Kalibrierschein@de"
"https://ptb.de/dcc/ont/DigitalCalibrationCertificate","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2000/01/rdf-schema#seeAlso","https://www.ptb.de/cms/en/metrological-services/dkd/dkd-dcc.html"
"https://ptb.de/dcc/ont/EquipmentClass","Equipment Class@en","Class","https://ptb.de/dcc/equipmentClassType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/EquipmentClass","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Geräteklasse@de"
"https://ptb.de/dcc/ont/EquipmentQuantityList","Equipment Quantity List@en","Class","https://ptb.de/dcc/measuringEquipmentQuantitiesType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/EquipmentQuantityList","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Messgerätegrößen-Liste@de"
"https://ptb.de/dcc/ont/Formula","Formula@en","Class","https://ptb.de/dcc/formulaType","","","Mathematical formula in LaTeX or MathML.@en","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/Formula","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Formel@de"
"https://ptb.de/dcc/ont/HumanReadableDocument","Human Readable Document@en","Class","https://ptb.de/dcc/byteDataType","","","Human-readable representation of the DCC (e.g., PDF attachment).@en","","","","https://ptb.de/dcc/ont/ByteData","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/HumanReadableDocument","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Menschenlesbares Dokument@de"
"https://ptb.de/dcc/ont/Identification","Identification@en","Class","https://ptb.de/dcc/identificationType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/Identification","Identification@en","Class","https://ptb.de/dcc/identificationType","","","","","","","","","","https://ptb.de/dcc/ont/identificationIssuer","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Identification","Identification@en","Class","https://ptb.de/dcc/identificationType","","","","","","","","","","https://ptb.de/dcc/ont/identificationValue","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Identification","Identification@en","Class","https://ptb.de/dcc/identificationType","","","","","","","","","","https://ptb.de/dcc/ont/hasName","max","https://ptb.de/dcc/ont/TextContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Identification","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Identifikation@de"
"https://ptb.de/dcc/ont/IdentificationList","Identification List@en","Class","https://ptb.de/dcc/identificationListType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/IdentificationList","Identification List@en","Class","https://ptb.de/dcc/identificationListType","","","","","","","","","","https://ptb.de/dcc/ont/hasIdentification","min","https://ptb.de/dcc/ont/Identification","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/IdentificationList","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Identifikationsliste@de"
"https://ptb.de/dcc/ont/InfluenceCondition","Influence Condition@en","Class","https://ptb.de/dcc/influenceConditionType","","","Environmental or other influence conditions during calibration (temperature, humidity, etc.).@en","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/InfluenceCondition","Influence Condition@en","Class","https://ptb.de/dcc/influenceConditionType","","","Environmental or other influence conditions during calibration (temperature, humidity, etc.).@en","","","","","","","https://ptb.de/dcc/ont/hasName","exact","https://ptb.de/dcc/ont/TextContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/InfluenceCondition","Influence Condition@en","Class","https://ptb.de/dcc/influenceConditionType","","","Environmental or other influence conditions during calibration (temperature, humidity, etc.).@en","","","","","","","https://ptb.de/dcc/ont/hasDescription","max","https://ptb.de/dcc/ont/RichContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/InfluenceCondition","Influence Condition@en","Class","https://ptb.de/dcc/influenceConditionType","","","Environmental or other influence conditions during calibration (temperature, humidity, etc.).@en","","","","","","","https://ptb.de/dcc/ont/conditionStatus","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/InfluenceCondition","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Einflussbedingung@de"
"https://ptb.de/dcc/ont/InfluenceCondition","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#relatedMatch","http://www.nmdc.com/ontology/OMT#OperatingCondition"
"https://ptb.de/dcc/ont/InfluenceConditionList","Influence Condition List@en","Class","https://ptb.de/dcc/influenceConditionListType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/InfluenceConditionList","Influence Condition List@en","Class","https://ptb.de/dcc/influenceConditionListType","","","","","","","","","","https://ptb.de/dcc/ont/hasInfluenceCondition","min","https://ptb.de/dcc/ont/InfluenceCondition","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/InfluenceConditionList","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Liste der Einflussbedingungen@de"
"https://ptb.de/dcc/ont/ItemQuantityList","Item Quantity List@en","Class","https://ptb.de/dcc/itemQuantityListType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/ItemQuantityList","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Gegenstandsgrößen-Liste@de"
"https://ptb.de/dcc/ont/Items","Items@en","Class","https://ptb.de/dcc/itemListType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/Items","Items@en","Class","https://ptb.de/dcc/itemListType","","","","","","","","","","https://ptb.de/dcc/ont/hasCalibrationItem","min","https://ptb.de/dcc/ont/CalibrationItem","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Items","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Gegenstände@de"
"https://ptb.de/dcc/ont/List","List@en","Class","https://ptb.de/dcc/listType","","","Structured list of quantities. Supports recursive nesting for 
matrices, tensors, and higher-dimensional structures.@en","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/List","List@en","Class","https://ptb.de/dcc/listType","","","Structured list of quantities. Supports recursive nesting for 
matrices, tensors, and higher-dimensional structures.@en","","","","","","","https://ptb.de/dcc/ont/hasName","max","https://ptb.de/dcc/ont/TextContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/List","List@en","Class","https://ptb.de/dcc/listType","","","Structured list of quantities. Supports recursive nesting for 
matrices, tensors, and higher-dimensional structures.@en","","","","","","","https://ptb.de/dcc/ont/hasDescription","max","https://ptb.de/dcc/ont/RichContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/List","List@en","Class","https://ptb.de/dcc/listType","","","Structured list of quantities. Supports recursive nesting for 
matrices, tensors, and higher-dimensional structures.@en","","","","","","","https://ptb.de/dcc/ont/listDateTime","max","http://www.w3.org/2001/XMLSchema#dateTime","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/List","List@en","Class","https://ptb.de/dcc/listType","","","Structured list of quantities. Supports recursive nesting for 
matrices, tensors, and higher-dimensional structures.@en","","","","","","","https://ptb.de/dcc/ont/hasUsedMethods","max","https://ptb.de/dcc/ont/UsedMethodList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/List","List@en","Class","https://ptb.de/dcc/listType","","","Structured list of quantities. Supports recursive nesting for 
matrices, tensors, and higher-dimensional structures.@en","","","","","","","https://ptb.de/dcc/ont/hasUsedSoftware","max","https://ptb.de/dcc/ont/SoftwareList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/List","List@en","Class","https://ptb.de/dcc/listType","","","Structured list of quantities. Supports recursive nesting for 
matrices, tensors, and higher-dimensional structures.@en","","","","","","","https://ptb.de/dcc/ont/hasMeasuringEquipments","max","https://ptb.de/dcc/ont/MeasuringEquipmentList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/List","List@en","Class","https://ptb.de/dcc/listType","","","Structured list of quantities. Supports recursive nesting for 
matrices, tensors, and higher-dimensional structures.@en","","","","","","","https://ptb.de/dcc/ont/hasInfluenceConditions","max","https://ptb.de/dcc/ont/InfluenceConditionList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/List","List@en","Class","https://ptb.de/dcc/listType","","","Structured list of quantities. Supports recursive nesting for 
matrices, tensors, and higher-dimensional structures.@en","","","","","","","https://ptb.de/dcc/ont/hasMeasurementMetaData","max","https://ptb.de/dcc/ont/MeasurementMetaDataList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/List","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Liste@de"
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","https://ptb.de/dcc/ont/city","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","https://ptb.de/dcc/ont/locationCountryCode","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","https://ptb.de/dcc/ont/street","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","https://ptb.de/dcc/ont/streetNo","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","https://ptb.de/dcc/ont/postCode","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","https://ptb.de/dcc/ont/postOfficeBox","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","https://ptb.de/dcc/ont/state","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","https://ptb.de/dcc/ont/building","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","https://ptb.de/dcc/ont/floor","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","https://ptb.de/dcc/ont/room","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","https://ptb.de/dcc/ont/further","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Location","Location@en","Class","https://ptb.de/dcc/locationType","","","","","","","http://www.w3.org/ns/prov#Location","","","https://ptb.de/dcc/ont/hasPositionCoordinates","max","https://ptb.de/dcc/ont/PositionCoordinates","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Location","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Ort@de"
"https://ptb.de/dcc/ont/MeasurementMetaData","Measurement Meta Data@en","Class","https://ptb.de/dcc/measurementMetaDataType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/MeasurementMetaData","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Messmetadaten@de"
"https://ptb.de/dcc/ont/MeasurementMetaDataList","Measurement Meta Data List@en","Class","https://ptb.de/dcc/measurementMetaDataListType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/MeasurementMetaDataList","Measurement Meta Data List@en","Class","https://ptb.de/dcc/measurementMetaDataListType","","","","","","","","","","https://ptb.de/dcc/ont/hasMetaDataEntry","min","https://ptb.de/dcc/ont/MeasurementMetaData","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasurementMetaDataList","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Messmetadaten-Liste@de"
"https://ptb.de/dcc/ont/MeasurementResult","Measurement Result@en","Class","https://ptb.de/dcc/measurementResultType","","","Individual measurement result containing calibration data.
Values are always linked to units, preferably SI units.
Can contain nested results, lists, and quantities.@en","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/MeasurementResult","Measurement Result@en","Class","https://ptb.de/dcc/measurementResultType","","","Individual measurement result containing calibration data.
Values are always linked to units, preferably SI units.
Can contain nested results, lists, and quantities.@en","","","","","","","https://ptb.de/dcc/ont/hasName","exact","https://ptb.de/dcc/ont/TextContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasurementResult","Measurement Result@en","Class","https://ptb.de/dcc/measurementResultType","","","Individual measurement result containing calibration data.
Values are always linked to units, preferably SI units.
Can contain nested results, lists, and quantities.@en","","","","","","","https://ptb.de/dcc/ont/hasResults","exact","https://ptb.de/dcc/ont/Results","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasurementResult","Measurement Result@en","Class","https://ptb.de/dcc/measurementResultType","","","Individual measurement result containing calibration data.
Values are always linked to units, preferably SI units.
Can contain nested results, lists, and quantities.@en","","","","","","","https://ptb.de/dcc/ont/hasDescription","max","https://ptb.de/dcc/ont/RichContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasurementResult","Measurement Result@en","Class","https://ptb.de/dcc/measurementResultType","","","Individual measurement result containing calibration data.
Values are always linked to units, preferably SI units.
Can contain nested results, lists, and quantities.@en","","","","","","","https://ptb.de/dcc/ont/hasUsedMethods","max","https://ptb.de/dcc/ont/UsedMethodList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasurementResult","Measurement Result@en","Class","https://ptb.de/dcc/measurementResultType","","","Individual measurement result containing calibration data.
Values are always linked to units, preferably SI units.
Can contain nested results, lists, and quantities.@en","","","","","","","https://ptb.de/dcc/ont/hasUsedSoftware","max","https://ptb.de/dcc/ont/SoftwareList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasurementResult","Measurement Result@en","Class","https://ptb.de/dcc/measurementResultType","","","Individual measurement result containing calibration data.
Values are always linked to units, preferably SI units.
Can contain nested results, lists, and quantities.@en","","","","","","","https://ptb.de/dcc/ont/hasMeasuringEquipments","max","https://ptb.de/dcc/ont/MeasuringEquipmentList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasurementResult","Measurement Result@en","Class","https://ptb.de/dcc/measurementResultType","","","Individual measurement result containing calibration data.
Values are always linked to units, preferably SI units.
Can contain nested results, lists, and quantities.@en","","","","","","","https://ptb.de/dcc/ont/hasInfluenceConditions","max","https://ptb.de/dcc/ont/InfluenceConditionList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasurementResult","Measurement Result@en","Class","https://ptb.de/dcc/measurementResultType","","","Individual measurement result containing calibration data.
Values are always linked to units, preferably SI units.
Can contain nested results, lists, and quantities.@en","","","","","","","https://ptb.de/dcc/ont/hasMeasurementMetaData","max","https://ptb.de/dcc/ont/MeasurementMetaDataList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasurementResult","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Messergebnis@de"
"https://ptb.de/dcc/ont/MeasurementResult","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#relatedMatch","http://www.nmdc.com/ontology/OMT#MeasurementResult"
"https://ptb.de/dcc/ont/MeasurementResult","","","","","","","","","","","","","","","","","","","","","http://www.nmdc.com/ontology/OMT#vimID","2.9"
"https://ptb.de/dcc/ont/MeasurementResults","Measurement Results@en","Class","https://ptb.de/dcc/measurementResultListType","","","Container for all measurement results in a DCC.@en","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/MeasurementResults","Measurement Results@en","Class","https://ptb.de/dcc/measurementResultListType","","","Container for all measurement results in a DCC.@en","","","","","","","https://ptb.de/dcc/ont/hasMeasurementResult","min","https://ptb.de/dcc/ont/MeasurementResult","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasurementResults","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Messergebnisse@de"
"https://ptb.de/dcc/ont/MeasuringEquipment","Measuring Equipment@en","Class","https://ptb.de/dcc/measuringEquipmentType","","","Equipment used during calibration (reference standards, instruments).
Links to traceability via hasCertificate.@en","","","","http://www.w3.org/ns/prov#Entity","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/MeasuringEquipment","Measuring Equipment@en","Class","https://ptb.de/dcc/measuringEquipmentType","","","Equipment used during calibration (reference standards, instruments).
Links to traceability via hasCertificate.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasName","exact","https://ptb.de/dcc/ont/TextContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasuringEquipment","Measuring Equipment@en","Class","https://ptb.de/dcc/measuringEquipmentType","","","Equipment used during calibration (reference standards, instruments).
Links to traceability via hasCertificate.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasCertificate","max","https://ptb.de/dcc/ont/CertificateHash","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasuringEquipment","Measuring Equipment@en","Class","https://ptb.de/dcc/measuringEquipmentType","","","Equipment used during calibration (reference standards, instruments).
Links to traceability via hasCertificate.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasEquipmentQuantities","max","https://ptb.de/dcc/ont/EquipmentQuantityList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasuringEquipment","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Messmittel@de"
"https://ptb.de/dcc/ont/MeasuringEquipment","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#relatedMatch","http://www.nmdc.com/ontology/OMT#MeasuringInstrument"
"https://ptb.de/dcc/ont/MeasuringEquipmentList","Measuring Equipment List@en","Class","https://ptb.de/dcc/measuringEquipmentListType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/MeasuringEquipmentList","Measuring Equipment List@en","Class","https://ptb.de/dcc/measuringEquipmentListType","","","","","","","","","","https://ptb.de/dcc/ont/hasMeasuringEquipment","min","https://ptb.de/dcc/ont/MeasuringEquipment","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/MeasuringEquipmentList","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Messmittel-Liste@de"
"https://ptb.de/dcc/ont/PerformanceLocation","Performance Location@en","Class","https://ptb.de/dcc/performanceLocationType","","","","","","","https://ptb.de/dcc/ont/Location","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/PerformanceLocation","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Durchführungsort@de"
"https://ptb.de/dcc/ont/PositionCoordinates","Position Coordinates@en","Class","https://ptb.de/dcc/positionCoordinatesType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/PositionCoordinates","Position Coordinates@en","Class","https://ptb.de/dcc/positionCoordinatesType","","","","","","","","","","https://ptb.de/dcc/ont/positionCoordinateSystem","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/PositionCoordinates","Position Coordinates@en","Class","https://ptb.de/dcc/positionCoordinatesType","","","","","","","","","","https://ptb.de/dcc/ont/positionCoordinate1","exact","http://www.w3.org/2001/XMLSchema#double","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/PositionCoordinates","Position Coordinates@en","Class","https://ptb.de/dcc/positionCoordinatesType","","","","","","","","","","https://ptb.de/dcc/ont/positionCoordinate2","exact","http://www.w3.org/2001/XMLSchema#double","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/PositionCoordinates","Position Coordinates@en","Class","https://ptb.de/dcc/positionCoordinatesType","","","","","","","","","","https://ptb.de/dcc/ont/positionCoordinate3","max","http://www.w3.org/2001/XMLSchema#double","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/PositionCoordinates","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Positionskoordinaten@de"
"https://ptb.de/dcc/ont/PreviousReport","Previous Report@en","Class","https://ptb.de/dcc/hashType","","","Reference to a previous calibration certificate (version chain).@en","","","","https://ptb.de/dcc/ont/CertificateHash","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/PreviousReport","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Vorheriger Bericht@de"
"https://ptb.de/dcc/ont/Quantity","Quantity@en","Class","https://ptb.de/dcc/quantityType","","","A measured quantity in a DCC. Links to SIS for numeric payload.
The actual value representation uses one of: si:real, si:complex, 
si:constant, si:list, si:hybrid, si:realListXMLList, si:complexListXMLList.@en","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/Quantity","Quantity@en","Class","https://ptb.de/dcc/quantityType","","","A measured quantity in a DCC. Links to SIS for numeric payload.
The actual value representation uses one of: si:real, si:complex, 
si:constant, si:list, si:hybrid, si:realListXMLList, si:complexListXMLList.@en","","","","","","","https://ptb.de/dcc/ont/hasQuantityValue","max","https://ptb.de/sis/QuantityValue","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Quantity","Quantity@en","Class","https://ptb.de/dcc/quantityType","","","A measured quantity in a DCC. Links to SIS for numeric payload.
The actual value representation uses one of: si:real, si:complex, 
si:constant, si:list, si:hybrid, si:realListXMLList, si:complexListXMLList.@en","","","","","","","https://ptb.de/dcc/ont/hasName","max","https://ptb.de/dcc/ont/TextContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Quantity","Quantity@en","Class","https://ptb.de/dcc/quantityType","","","A measured quantity in a DCC. Links to SIS for numeric payload.
The actual value representation uses one of: si:real, si:complex, 
si:constant, si:list, si:hybrid, si:realListXMLList, si:complexListXMLList.@en","","","","","","","https://ptb.de/dcc/ont/hasDescription","max","https://ptb.de/dcc/ont/RichContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
